path,category
sorted_images/Plastique/Bouteille en plastique/1690915535936-user.jpg,Plastique/Bouteille en plastique
sorted_images/Métaux/Canette/1695021883990-user.jpg,Métaux/Canette
sorted_images/Métaux/Autre déchet métaux/1691330930575-user.jpg,Métaux/Autre déchet métaux
sorted_images/Plastique/Autre déchet plastique/1690792458248-user.jpg,Plastique/Autre déchet plastique
sorted_images/Plastique/Emballage plastique/1697359291333-image1697359269535.jpg,Plastique/Emballage plastique
sorted_images/Plastique/Bouchon en plastique/1697718755472-image1697718760222.jpg,Plastique/Bouchon en plastique
sorted_images/Plastique/Briquet/1692517876919-image1692517900059.jpg,Plastique/Briquet
sorted_images/Métaux/Autre déchet métaux/1695935522211-user.jpg,Métaux/Autre déchet métaux
sorted_images/Plastique/Bouteille en plastique/1694963515299-user.jpg,Plastique/Bouteille en plastique
sorted_images/Métaux/Autre déchet métaux/1694618718743-user.jpg,Métaux/Autre déchet métaux
sorted_images/Textile/Vêtement/1694364383519-image1694364311068.jpg,Textile/Vêtement
sorted_images/Papier ou Carton/Autre déchet papier/carton/1690545959937-image1690545963261.jpg,Autre déchet papier/carton
sorted_images/Mégots/Mégots/1695028152455-image1695028114623.jpg,Mégots/Mégots
sorted_images/Textile/Vêtement/1691906692497-image1691906709735.jpg,Textile/Vêtement
sorted_images/Métaux/Canette/1694501714703-user.jpg,Métaux/Canette
sorted_images/Plastique/Polystyrène/1692220980215-user.jpg,Plastique/Polystyrène
sorted_images/Plastique/Bouteille en plastique/1695225049955-image1695225031939.jpg,Plastique/Bouteille en plastique
sorted_images/Mégots/Mégots/1693035387108-image1693034659882.jpg,Mégots/Mégots
sorted_images/Plastique/Sac en plastique/1691427447029-image1691427461504.jpg,Plastique/Sac en plastique
sorted_images/Plastique/Emballage plastique/1696524659184-image1696524640396.jpg,Plastique/Emballage plastique
sorted_images/Métaux/Autre déchet métaux/1695396937539-image1695396894752.jpg,Métaux/Autre déchet métaux
sorted_images/Métaux/Canette/1696135456558-user.jpg,Métaux/Canette
sorted_images/Métaux/Conserve/1697804081195-image1697804071165.jpg,Métaux/Conserve
sorted_images/Verre/Bouteille en verre/1694088625018-image1694088603103.jpg,Verre/Bouteille en verre
sorted_images/Plastique/Autre déchet plastique/1694845730211-image1694845724776.jpg,Plastique/Autre déchet plastique
sorted_images/Plastique/Emballage plastique/1692821692028-image1692821688200.jpg,Plastique/Emballage plastique
sorted_images/Plastique/Bouteille en plastique/1689785818111-image1689785828310.jpg,Plastique/Bouteille en plastique
sorted_images/Mégots/Mégots/1692719438914-user.jpg,Mégots/Mégots
sorted_images/Papier ou Carton/Carton/1691486937497-user.jpg,Papier ou Carton/Carton
sorted_images/Papier ou Carton/Autre déchet papier/carton/1692852785480-image1692852770785.jpg,Autre déchet papier/carton
sorted_images/Plastique/Bouteille en plastique/1689862060486-image1689862008090.jpg,Plastique/Bouteille en plastique
sorted_images/Métaux/Autre déchet métaux/1689755994122-image1689755987835.jpg,Métaux/Autre déchet métaux
sorted_images/Plastique/Emballage plastique/1697897453534-image1697897438452.jpg,Plastique/Emballage plastique
sorted_images/Plastique/Autre déchet plastique/1694186426442-image1694186378565.jpg,Plastique/Autre déchet plastique
sorted_images/Métaux/Canette/1695544782169-user.jpg,Métaux/Canette
sorted_images/Plastique/Emballage plastique/1692123124076-user.jpg,Plastique/Emballage plastique
sorted_images/Verre/< 10 morceaux de verre/1692957658735-image1692957692307.jpg,Verre/< 10 morceaux de verre
sorted_images/Métaux/Autre déchet métaux/1696524527270-image1696524512015.jpg,Métaux/Autre déchet métaux
sorted_images/Verre/Bouteille en verre/1695567232500-user.jpg,Verre/Bouteille en verre
sorted_images/Métaux/Canette/1696147569352-user.jpg,Métaux/Canette
sorted_images/Verre/Bouteille en verre/1692512254544-image1692512269410.jpg,Verre/Bouteille en verre
sorted_images/Plastique/Autre déchet plastique/1691247388598-user.jpg,Plastique/Autre déchet plastique
sorted_images/Plastique/Polystyrène/1690794666636-image1690794493652.jpg,Plastique/Polystyrène
sorted_images/Plastique/Bouteille en plastique/1697956821447-user.jpg,Plastique/Bouteille en plastique
sorted_images/Mégots/Mégots/1689841966066-user.jpg,Mégots/Mégots
sorted_images/Plastique/Emballage plastique/1694673008776-user.jpg,Plastique/Emballage plastique
sorted_images/Verre/Bouteille en verre/1694870339747-image1694870329811.jpg,Verre/Bouteille en verre
sorted_images/Métaux/Canette/1689877552501-user.jpg,Métaux/Canette
sorted_images/Papier ou Carton/Autre déchet papier/carton/1697548038126-image1697547204353.jpg,Autre déchet papier/carton
sorted_images/Métaux/Canette/1697706910435-image1697706817342.jpg,Métaux/Canette
sorted_images/Papier ou Carton/Autre déchet papier/carton/1691571373755-image1691571199689.jpg,Autre déchet papier/carton
sorted_images/Mégots/Mégots/1689700531562-image1689700548554.jpg,Mégots/Mégots
sorted_images/Textile/Vêtement/1691738846866-user.jpg,Textile/Vêtement
sorted_images/Papier ou Carton/Autre déchet papier/carton/1697126897302-user.jpg,Autre déchet papier/carton
sorted_images/Métaux/Autre déchet métaux/1690004943967-image1690004944029.jpg,Métaux/Autre déchet métaux
sorted_images/Papier ou Carton/Autre déchet papier/carton/1692628858570-image1692628860119.jpg,Autre déchet papier/carton
sorted_images/Métaux/Autre déchet métaux/1691338861871-image1691338861722.jpg,Métaux/Autre déchet métaux
sorted_images/Papier ou Carton/Sac en papier/1697622378765-image1697622383033.jpg,Papier ou Carton/Sac en papier
sorted_images/Plastique/Bouteille en plastique/1693760697447-image1693760671648.jpg,Plastique/Bouteille en plastique
sorted_images/Métaux/Canette/1690790918974-user.jpg,Métaux/Canette
sorted_images/Verre/< 10 morceaux de verre/1693142616776-image1693131233130.jpg,Verre/< 10 morceaux de verre
sorted_images/Plastique/Autre déchet plastique/1689756909695-user.jpg,Plastique/Autre déchet plastique
sorted_images/Métaux/Canette/1692023403104-image1692023400662.jpg,Métaux/Canette
sorted_images/Mégots/~ 200 mégots/1696004694375-image1696000949206.jpg,Mégots/~ 200 mégots
sorted_images/Papier ou Carton/Récipient liquide/1691602595111-image1691602607622.jpg,Papier ou Carton/Récipient liquide
sorted_images/Plastique/Bouteille en plastique/1695315447284-image1695315443511.jpg,Plastique/Bouteille en plastique
sorted_images/Métaux/Canette/1691862409567-user.jpg,Métaux/Canette
sorted_images/Plastique/Bouteille en plastique/1691503733336-image1691503675502.jpg,Plastique/Bouteille en plastique
sorted_images/Papier ou Carton/Récipient liquide/1691484826180-image1691484842907.jpg,Papier ou Carton/Récipient liquide
sorted_images/Plastique/Emballage plastique/1693551753243-user.jpg,Plastique/Emballage plastique
sorted_images/Plastique/Emballage plastique/1694934394087-user.jpg,Plastique/Emballage plastique
sorted_images/Papier ou Carton/Ticket/1696767047150-image1696767008572.jpg,Papier ou Carton/Ticket
sorted_images/Mégots/Mégots/1689750100604-image1689750073011.jpg,Mégots/Mégots
sorted_images/Plastique/Bouteille en plastique/1690463019642-image1690463045676.jpg,Plastique/Bouteille en plastique
sorted_images/Métaux/Canette/1691605398018-image1691605394819.jpg,Métaux/Canette
sorted_images/Papier ou Carton/Autre déchet papier/carton/1694347593558-user.jpg,Autre déchet papier/carton
sorted_images/Plastique/Emballage plastique/1694440245493-image1694440218953.jpg,Plastique/Emballage plastique
sorted_images/Papier ou Carton/Autre déchet papier/carton/1689858074793-image1689858048316.jpg,Autre déchet papier/carton
sorted_images/Métaux/Canette/1695978568041-image1695978100897.jpg,Métaux/Canette
sorted_images/Verre/Autre déchet verre/1689798701591-user.jpg,Verre/Autre déchet verre
sorted_images/Textile/Autre déchet textile/1692361669130-image1692361688090.jpg,Textile/Autre déchet textile
sorted_images/Plastique/Emballage plastique/1689965086818-user.jpg,Plastique/Emballage plastique
sorted_images/Plastique/Emballage plastique/1694157693116-user.jpg,Plastique/Emballage plastique
sorted_images/Métaux/Canette/1697465356454-user.jpg,Métaux/Canette
sorted_images/Mégots/Mégots/1694014411059-user.jpg,Mégots/Mégots
sorted_images/Plastique/Autre déchet plastique/1695460746527-image1695460733490.jpg,Plastique/Autre déchet plastique
sorted_images/Verre/Bouteille en verre/1689866015524-image1689865935335.jpg,Verre/Bouteille en verre
sorted_images/Textile/Autre déchet textile/1691173000005-image1691173018503.jpg,Textile/Autre déchet textile
sorted_images/Papier ou Carton/Récipient liquide/1692769070202-image1692769099075.jpg,Papier ou Carton/Récipient liquide
sorted_images/Plastique/Bouteille en plastique/1690055441258-image1690055462054.jpg,Plastique/Bouteille en plastique
sorted_images/Métaux/Canette/1692015229959-image1692015145927.jpg,Métaux/Canette
sorted_images/Plastique/Polystyrène/1697373234841-user.jpg,Plastique/Polystyrène
sorted_images/Plastique/Bouteille en plastique/1695045708085-user.jpg,Plastique/Bouteille en plastique
sorted_images/Mégots/~ 75 mégots/1690103462026-image1690103449612.jpg,Mégots/~ 75 mégots
sorted_images/Plastique/Emballage plastique/1690968411257-image1690968440103.jpg,Plastique/Emballage plastique
sorted_images/Plastique/Emballage plastique/1694255761676-image1694255635590.jpg,Plastique/Emballage plastique
sorted_images/Verre/< 10 morceaux de verre/1695660096906-image1695660064124.jpg,Verre/< 10 morceaux de verre
sorted_images/Papier ou Carton/Autre déchet papier/carton/1694863342528-image1694863269792.jpg,Autre déchet papier/carton
sorted_images/Plastique/Sac en plastique/1691499482170-image1691499500750.jpg,Plastique/Sac en plastique
sorted_images/Mégots/~ 200 mégots/1693133536456-image1693133548305.jpg,Mégots/~ 200 mégots
sorted_images/Textile/Autre déchet textile/1696523024692-image1696523014051.jpg,Textile/Autre déchet textile
sorted_images/Mégots/~ 50 mégots/1691766178688-image1691766122328.jpg,Mégots/~ 50 mégots
sorted_images/Métaux/Canette/1691596201869-image1691596216335.jpg,Métaux/Canette
sorted_images/Métaux/Canette/1690998904836-image1690998917187.jpg,Métaux/Canette
sorted_images/Verre/Bouteille en verre/1695190303316-image1695135893852.jpg,Verre/Bouteille en verre
sorted_images/Verre/Bouteille en verre/1697903126248-image1697903103022.jpg,Verre/Bouteille en verre
sorted_images/Métaux/Canette/1697367633728-user.jpg,Métaux/Canette
sorted_images/Plastique/Bouteille en plastique/1697278725076-image1697278727545.jpg,Plastique/Bouteille en plastique
sorted_images/Plastique/Bouteille en plastique/1695987133876-image1695986931212.jpg,Plastique/Bouteille en plastique
sorted_images/Plastique/Bouteille en plastique/1692629482223-image1692629504034.jpg,Plastique/Bouteille en plastique
sorted_images/Plastique/Emballage plastique/1696153788428-image1696153790408.jpg,Plastique/Emballage plastique
sorted_images/Mégots/Mégots/1691223973271-image1691223996866.jpg,Mégots/Mégots
sorted_images/Papier ou Carton/Carton/1694112040457-user.jpg,Papier ou Carton/Carton
sorted_images/Verre/< 10 morceaux de verre/1692781236207-image1692781247826.jpg,Verre/< 10 morceaux de verre
sorted_images/Plastique/Autre déchet plastique/1697361405250-image1697361421409.jpg,Plastique/Autre déchet plastique
sorted_images/Papier ou Carton/Autre déchet papier/carton/1690306246549-image1690306224519.jpg,Autre déchet papier/carton
sorted_images/Plastique/Capsule/1693583880516-user.jpg,Plastique/Capsule
sorted_images/Métaux/Autre déchet métaux/1689792645212-image1689792179338.jpg,Métaux/Autre déchet métaux
sorted_images/Verre/Autre déchet verre/1696152581556-user.jpg,Verre/Autre déchet verre
sorted_images/Plastique/Emballage plastique/1694961523742-image1694961507747.jpg,Plastique/Emballage plastique
sorted_images/Verre/> 50 morceaux de verre/1697130387135-image1697130376445.jpg,Verre/> 50 morceaux de verre
sorted_images/Verre/Bouteille en verre/1698310256076-image1698310258202.jpg,Verre/Bouteille en verre
sorted_images/Métaux/Canette/1693150057728-user.jpg,Métaux/Canette
sorted_images/Plastique/Emballage plastique/1690833034449-image1690833049292.jpg,Plastique/Emballage plastique
sorted_images/Plastique/Bouchon en plastique/1697369347861-user.jpg,Plastique/Bouchon en plastique
sorted_images/Métaux/Canette/1691392087938-image1691392075039.jpg,Métaux/Canette
sorted_images/Plastique/Bouteille en plastique/1689670944158-image1689670930400.jpg,Plastique/Bouteille en plastique
sorted_images/Verre/Bouteille en verre/1697379137871-user.jpg,Verre/Bouteille en verre
sorted_images/Plastique/Emballage plastique/1693933134553-user.jpg,Plastique/Emballage plastique
sorted_images/Plastique/Emballage plastique/1690274005341-image1690274013011.jpg,Plastique/Emballage plastique
sorted_images/Métaux/Canette/1694930900293-image1694930882281.jpg,Métaux/Canette
sorted_images/Papier ou Carton/Sac en papier/1695905569891-image1695905559405.jpg,Papier ou Carton/Sac en papier
sorted_images/Plastique/Bouteille en plastique/1696695648144-image1696695645497.jpg,Plastique/Bouteille en plastique
sorted_images/Mégots/Mégots/1696431270285-image1696431275919.jpg,Mégots/Mégots
sorted_images/Métaux/Canette/1690055508646-image1690055507375.jpg,Métaux/Canette
sorted_images/Métaux/Canette/1694502299382-user.jpg,Métaux/Canette
sorted_images/Métaux/Canette/1697899909882-image1697899786794.jpg,Métaux/Canette
sorted_images/Plastique/Emballage plastique/1691568204690-image1691568217957.jpg,Plastique/Emballage plastique
sorted_images/Plastique/Emballage plastique/1694513507463-image1694513470512.jpg,Plastique/Emballage plastique
sorted_images/Plastique/Emballage plastique/1695485812933-image1695485810754.jpg,Plastique/Emballage plastique
sorted_images/Plastique/Bouteille en plastique/1690701305409-image1690701330415.jpg,Plastique/Bouteille en plastique
sorted_images/Mégots/~ 75 mégots/1690439786477-image1690439753513.jpg,Mégots/~ 75 mégots
sorted_images/Plastique/Sac en plastique/1694501245600-user.jpg,Plastique/Sac en plastique
sorted_images/Métaux/Canette/1693057019184-image1693057060374.jpg,Métaux/Canette
sorted_images/Plastique/Polystyrène/1691693344520-image1691588817847.jpg,Plastique/Polystyrène
sorted_images/Papier ou Carton/Autre déchet papier/carton/1689670142536-image1689670077188.jpg,Autre déchet papier/carton
sorted_images/Métaux/Canette/1697891091101-user.jpg,Métaux/Canette
sorted_images/Papier ou Carton/Carton/1692778169991-image1692777592419.jpg,Papier ou Carton/Carton
sorted_images/Plastique/Autre déchet plastique/1693894195735-image1693894154654.jpg,Plastique/Autre déchet plastique
sorted_images/Métaux/Cable/1693032670730-image1693032238658.jpg,Métaux/Cable
sorted_images/Métaux/Autre déchet métaux/1694949976919-image1694949955923.jpg,Métaux/Autre déchet métaux
sorted_images/Métaux/Autre déchet métaux/1695931145105-image1695931110271.jpg,Métaux/Autre déchet métaux
sorted_images/Métaux/Autre déchet métaux/1695220259110-image1695220242838.jpg,Métaux/Autre déchet métaux
sorted_images/Verre/Bouteille en verre/1692084069555-image1692083922050.jpg,Verre/Bouteille en verre
sorted_images/Plastique/Emballage plastique/1691433159949-image1691433167618.jpg,Plastique/Emballage plastique
sorted_images/Métaux/Canette/1694107110218-image1694107042516.jpg,Métaux/Canette
sorted_images/Plastique/Bouteille en plastique/1691509123574-image1691509155147.jpg,Plastique/Bouteille en plastique
sorted_images/Métaux/Canette/1698481328719-image1698481252007.jpg,Métaux/Canette
sorted_images/Métaux/Canette/1694366035963-user.jpg,Métaux/Canette
sorted_images/Papier ou Carton/Carton/1691913782516-image1691913792729.jpg,Papier ou Carton/Carton
sorted_images/Métaux/Canette/1695701606894-user.jpg,Métaux/Canette
sorted_images/Plastique/Bouteille en plastique/1696262902613-user.jpg,Plastique/Bouteille en plastique
sorted_images/Métaux/Conserve/1693057119819-image1693057159539.jpg,Métaux/Conserve
sorted_images/Verre/Bouteille en verre/1695567027686-image1695567015452.jpg,Verre/Bouteille en verre
sorted_images/Métaux/Canette/1690119749427-image1690119776125.jpg,Métaux/Canette
sorted_images/Papier ou Carton/Autre déchet papier/carton/1690104150316-image1690104153700.jpg,Autre déchet papier/carton
sorted_images/Papier ou Carton/Ticket/1689931592333-image1689931587281.jpg,Papier ou Carton/Ticket
sorted_images/Métaux/Canette/1691164219382-image1691164245775.jpg,Métaux/Canette
sorted_images/Plastique/Bouchon en plastique/1695986791899-image1695986799389.jpg,Plastique/Bouchon en plastique
sorted_images/Mégots/< 10 mégots/1696176775752-image1696176773274.jpg,Mégots/< 10 mégots
sorted_images/Métaux/Canette/1696233926944-user.jpg,Métaux/Canette
sorted_images/Plastique/Bouteille en plastique/1690356311698-image1690356269137.jpg,Plastique/Bouteille en plastique
sorted_images/Verre/< 10 morceaux de verre/1692253691785-image1692202001559.jpg,Verre/< 10 morceaux de verre
sorted_images/Métaux/Canette/1697901657917-image1697901614510.jpg,Métaux/Canette
sorted_images/Métaux/Canette/1692351641254-image1692351656390.jpg,Métaux/Canette
sorted_images/Plastique/Sac en plastique/1690895468711-user.jpg,Plastique/Sac en plastique
sorted_images/Plastique/Bouteille en plastique/1698243901312-image1698243916785.jpg,Plastique/Bouteille en plastique
sorted_images/Textile/Corde/1693053825424-image1693053823461.jpg,Textile/Corde
sorted_images/Plastique/Autre déchet plastique/1695046280528-image1695046229255.jpg,Plastique/Autre déchet plastique
sorted_images/Plastique/Autre déchet plastique/1696514457481-image1696514433948.jpg,Plastique/Autre déchet plastique
sorted_images/Plastique/Bouteille en plastique/1694798930904-image1694798929388.jpg,Plastique/Bouteille en plastique
sorted_images/Papier ou Carton/Sac en papier/1690209890252-image1690209907391.jpg,Papier ou Carton/Sac en papier
sorted_images/Plastique/Sac en plastique/1696851959149-user.jpg,Plastique/Sac en plastique
sorted_images/Métaux/Canette/1695567939665-image1695567905580.jpg,Métaux/Canette
sorted_images/Plastique/Bouteille en plastique/1690471804996-image1690471824333.jpg,Plastique/Bouteille en plastique
sorted_images/Verre/Bouteille en verre/1698144348431-user.jpg,Verre/Bouteille en verre
sorted_images/Plastique/Bouteille en plastique/1695643602737-image1695643612085.jpg,Plastique/Bouteille en plastique
sorted_images/Métaux/Autre déchet métaux/1691224420935-image1691224443800.jpg,Métaux/Autre déchet métaux
sorted_images/Métaux/Autre déchet métaux/1690101934619-image1690101935104.jpg,Métaux/Autre déchet métaux
sorted_images/Plastique/Bouteille en plastique/1694781879439-image1694781879295.jpg,Plastique/Bouteille en plastique
sorted_images/Textile/Masque/1691731715305-image1691731717887.jpg,Textile/Masque
sorted_images/Plastique/Carton/1694513392097-image1694513346754.jpg,Plastique/Carton
sorted_images/Métaux/Canette/1698243127879-user.jpg,Métaux/Canette
sorted_images/Métaux/Cable/1694423731649-image1694423699384.jpg,Métaux/Cable
sorted_images/Papier ou Carton/Emballage bonbon/1691392728074-user.jpg,Papier ou Carton/Emballage bonbon
sorted_images/Verre/Bouteille en verre/1697461564979-image1697461561984.jpg,Verre/Bouteille en verre
sorted_images/Verre/Bouteille en verre/1696765914103-user.jpg,Verre/Bouteille en verre
sorted_images/Plastique/Autre déchet plastique/1690729996130-image1690729998691.jpg,Plastique/Autre déchet plastique
sorted_images/Plastique/Bouteille en plastique/1697000490048-user.jpg,Plastique/Bouteille en plastique
sorted_images/Plastique/Bouteille en plastique/1690287875300-image1690287797272.jpg,Plastique/Bouteille en plastique
sorted_images/Verre/Bouteille en verre/1691155589590-image1691153848958.jpg,Verre/Bouteille en verre
sorted_images/Plastique/Sac en plastique/1694265164619-user.jpg,Plastique/Sac en plastique
sorted_images/Verre/Bouteille en verre/1690209688576-image1690209708355.jpg,Verre/Bouteille en verre
sorted_images/Mégots/~ 400 mégots/1690486896956-image1690482645835.jpg,Mégots/~ 400 mégots
sorted_images/Papier ou Carton/Autre déchet papier/carton/1695565310720-image1695564617434.jpg,Autre déchet papier/carton
sorted_images/Plastique/Bouchon en plastique/1691745542282-image1691745530227.jpg,Plastique/Bouchon en plastique
sorted_images/Papier ou Carton/Autre déchet papier/carton/1695482950726-image1695482942360.jpg,Autre déchet papier/carton
sorted_images/Métaux/Cable/1697808784287-user.jpg,Métaux/Cable
sorted_images/Papier ou Carton/Sac en papier/1695709819978-image1695709809551.jpg,Papier ou Carton/Sac en papier
sorted_images/Plastique/Autre déchet plastique/1696167171260-image1696167157873.jpg,Plastique/Autre déchet plastique
sorted_images/Plastique/Autre déchet plastique/1694195447325-image1694195340309.jpg,Plastique/Autre déchet plastique
sorted_images/Métaux/Canette/1690781863362-image1690781855851.jpg,Métaux/Canette
sorted_images/Plastique/Bouteille en plastique/1695971681050-image1695971667755.jpg,Plastique/Bouteille en plastique
sorted_images/Papier ou Carton/Autre déchet papier/carton/1697975023537-user.jpg,Autre déchet papier/carton
sorted_images/Verre/> 50 morceaux de verre/1690303029466-image1690302924754.jpg,Verre/> 50 morceaux de verre
sorted_images/Métaux/Autre déchet métaux/1695990423267-image1695990357547.jpg,Métaux/Autre déchet métaux
sorted_images/Métaux/Canette/1690726151410-user.jpg,Métaux/Canette
sorted_images/Métaux/Autre déchet métaux/1689758551046-image1689758508305.jpg,Métaux/Autre déchet métaux
sorted_images/Papier ou Carton/Récipient liquide/1698249699534-image1698249722459.jpg,Papier ou Carton/Récipient liquide
sorted_images/Verre/Bouteille en verre/1693735201064-user.jpg,Verre/Bouteille en verre
sorted_images/Plastique/Bouteille en plastique/1694871974226-user.jpg,Plastique/Bouteille en plastique
sorted_images/Métaux/Canette/1695833813692-image1695833776064.jpg,Métaux/Canette
sorted_images/Mégots/~ 25 mégots/1695560386827-image1695560386077.jpg,Mégots/~ 25 mégots
sorted_images/Verre/< 10 morceaux de verre/1692190738440-image1692190747062.jpg,Verre/< 10 morceaux de verre
sorted_images/Plastique/Polystyrène/1697358647627-image1697358660920.jpg,Plastique/Polystyrène
sorted_images/Plastique/Gobelet en plastique/1692781333774-image1692781339597.jpg,Plastique/Gobelet en plastique
sorted_images/Verre/Pot en verre/1698245325710-image1698245330213.jpg,Verre/Pot en verre
sorted_images/Métaux/Canette/1690105657976-image1690105646923.jpg,Métaux/Canette
sorted_images/Métaux/Canette/1695631451914-user.jpg,Métaux/Canette
sorted_images/Métaux/Conserve/1694073964115-user.jpg,Métaux/Conserve
sorted_images/Plastique/Bouteille en plastique/1692954141331-image1692954134959.jpg,Plastique/Bouteille en plastique
sorted_images/Papier ou Carton/Autre déchet papier/carton/1694875537609-image1694875528228.jpg,Autre déchet papier/carton
sorted_images/Plastique/Bouteille en plastique/1689949111575-image1689949079722.jpg,Plastique/Bouteille en plastique
sorted_images/Métaux/Autre déchet métaux/1695931655508-image1695931590675.jpg,Métaux/Autre déchet métaux
sorted_images/Mégots/~ 25 mégots/1691346990840-image1691346974623.jpg,Mégots/~ 25 mégots
sorted_images/Papier ou Carton/Carton/1694013319548-image1694013276685.jpg,Papier ou Carton/Carton
sorted_images/Plastique/Sac en plastique/1692878123120-user.jpg,Plastique/Sac en plastique
sorted_images/Métaux/Canette/1692296697491-user.jpg,Métaux/Canette
sorted_images/Plastique/Bouteille en plastique/1693427748433-user.jpg,Plastique/Bouteille en plastique
sorted_images/Verre/< 10 morceaux de verre/1696666953554-image1696666948140.jpg,Verre/< 10 morceaux de verre
sorted_images/Verre/Pot en verre/1698245224930-image1698245246211.jpg,Verre/Pot en verre
sorted_images/Plastique/Autre déchet plastique/1691330740446-user.jpg,Plastique/Autre déchet plastique
sorted_images/Mégots/Mégots/1694878133671-image1694878114986.jpg,Mégots/Mégots
sorted_images/Métaux/Canette/1691475030910-user.jpg,Métaux/Canette
sorted_images/Métaux/Canette/1698236584465-image1698236596748.jpg,Métaux/Canette
sorted_images/Papier ou Carton/Emballage bonbon/1694799876944-image1694799872978.jpg,Papier ou Carton/Emballage bonbon
sorted_images/Métaux/Canette/1693926913778-image1693926679080.jpg,Métaux/Canette
sorted_images/Métaux/Canette/1692028151838-image1692028146852.jpg,Métaux/Canette
sorted_images/Plastique/Bouteille en plastique/1689793658303-user.jpg,Plastique/Bouteille en plastique
sorted_images/Plastique/Bouteille en plastique/1695980273092-user.jpg,Plastique/Bouteille en plastique
sorted_images/Métaux/Canette/1692205299958-user.jpg,Métaux/Canette
sorted_images/Plastique/Emballage plastique/1697891313246-image1697891315076.jpg,Plastique/Emballage plastique
sorted_images/Plastique/Emballage plastique/1694537193875-image1694537149539.jpg,Plastique/Emballage plastique
sorted_images/Papier ou Carton/Autre déchet papier/carton/1692868051113-image1692868079067.jpg,Autre déchet papier/carton
sorted_images/Plastique/Autre déchet plastique/1697889179394-image1697889190264.jpg,Plastique/Autre déchet plastique
sorted_images/Plastique/Bouteille en plastique/1693130791144-image1693130809996.jpg,Plastique/Bouteille en plastique
sorted_images/Métaux/Canette/1692360533989-image1692360489844.jpg,Métaux/Canette
sorted_images/Plastique/Emballage plastique/1696084361844-image1696084346410.jpg,Plastique/Emballage plastique
sorted_images/Métaux/Autre déchet métaux/1691239586089-image1691239574579.jpg,Métaux/Autre déchet métaux
sorted_images/Papier ou Carton/Carton/1693590243436-image1693590170571.jpg,Papier ou Carton/Carton
sorted_images/Métaux/Canette/1697633794242-image1697633742388.jpg,Métaux/Canette
sorted_images/Verre/Bouteille en verre/1694450338538-user.jpg,Verre/Bouteille en verre
sorted_images/Papier ou Carton/Récipient liquide/1693148601557-user.jpg,Papier ou Carton/Récipient liquide
sorted_images/Plastique/Emballage plastique/1689966386405-user.jpg,Plastique/Emballage plastique
sorted_images/Plastique/Emballage plastique/1692982189997-image1692982194237.jpg,Plastique/Emballage plastique
sorted_images/Métaux/Canette/1690029614578-image1690029628892.jpg,Métaux/Canette
sorted_images/Papier ou Carton/Autre déchet papier/carton/1695135175161-image1695135162943.jpg,Autre déchet papier/carton
sorted_images/Plastique/Bouteille en plastique/1694246957072-image1694246121435.jpg,Plastique/Bouteille en plastique
sorted_images/Verre/Bouteille en verre/1692348474169-user.jpg,Verre/Bouteille en verre
sorted_images/Papier ou Carton/Autre déchet papier/carton/1689697129885-image1689697128586.jpg,Autre déchet papier/carton
sorted_images/Plastique/Bouchon en plastique/1697643128891-image1697643133388.jpg,Plastique/Bouchon en plastique
sorted_images/Plastique/Emballage plastique/1689751263893-user.jpg,Plastique/Emballage plastique
sorted_images/Plastique/Autre déchet plastique/1697113730368-image1697113727476.jpg,Plastique/Autre déchet plastique
sorted_images/Verre/> 50 morceaux de verre/1694603014101-image1694600138572.jpg,Verre/> 50 morceaux de verre
sorted_images/Plastique/Autre déchet plastique/1690213090769-image1690213096316.jpg,Plastique/Autre déchet plastique
sorted_images/Métaux/Canette/1692090762049-image1692090796396.jpg,Métaux/Canette
sorted_images/Plastique/Bouteille en plastique/1689846899039-image1689846918250.jpg,Plastique/Bouteille en plastique
sorted_images/Papier ou Carton/Autre déchet papier/carton/1694887588245-user.jpg,Autre déchet papier/carton
sorted_images/Plastique/Emballage plastique/1695025329321-image1695025296898.jpg,Plastique/Emballage plastique
sorted_images/Plastique/Autre déchet plastique/1695484147739-image1695484141462.jpg,Plastique/Autre déchet plastique
sorted_images/Métaux/Autre déchet métaux/1690521380915-image1690521385674.jpg,Métaux/Autre déchet métaux
sorted_images/Plastique/Autre déchet plastique/1696148892101-user.jpg,Plastique/Autre déchet plastique
sorted_images/Plastique/Bouteille en plastique/1693030350431-user.jpg,Plastique/Bouteille en plastique
sorted_images/Plastique/Bouteille en plastique/1697161494541-user.jpg,Plastique/Bouteille en plastique
sorted_images/Mégots/Mégots/1693392636617-image1693391878916.jpg,Mégots/Mégots
sorted_images/Plastique/Autre déchet plastique/1695639919654-image1695639906536.jpg,Plastique/Autre déchet plastique
sorted_images/Plastique/Autre déchet plastique/1691735377576-image1691735368640.jpg,Plastique/Autre déchet plastique
sorted_images/Papier ou Carton/Récipient liquide/1694339283205-user.jpg,Papier ou Carton/Récipient liquide
sorted_images/Textile/Masque/1690104130980-image1690104144022.jpg,Textile/Masque
sorted_images/Plastique/Emballage plastique/1695568163381-user.jpg,Plastique/Emballage plastique
sorted_images/Métaux/Canette/1696099548514-user.jpg,Métaux/Canette
sorted_images/Matières Organiques/Autre déchet organique/1689957730533-user.jpg,Matières Organiques/Autre déchet organique
sorted_images/Plastique/Bouteille en plastique/1696659151444-image1696659138042.jpg,Plastique/Bouteille en plastique
